,0,1,2,3,4,5,6,7,8,9,10
226,0.0,14.166666666666666,1.0,1.0,1.0,0.9959100204498977,1.0,1.0,1.0,0.9705882352941176,4.0
227,1.0,11.333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
228,1.0,7.291666666666667,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9833333333333333,3.0
229,1.0,21.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9916666666666667,3.0
230,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
231,1.0,11.083333333333334,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
232,1.0,4.833333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,1.0,6.916666666666667,0.0,0.0,1.0,0.9906542056074766,1.0,1.0,1.0,0.9583333333333334,3.0
234,1.0,8.916666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9875518672199171,2.0
235,1.0,20.708333333333332,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
236,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
237,1.0,12.041666666666666,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9834710743801653,3.0
238,1.0,6.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
239,1.0,7.625,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9626556016597511,3.0
240,1.0,11.208333333333334,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9875518672199171,3.0
241,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9834710743801653,3.0
242,1.0,27.833333333333332,0.0,0.0,1.0,0.9976635514018691,1.0,1.0,1.0,0.9543568464730291,3.0
243,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
244,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
245,0.0,22.0,0.0,0.0,1.0,0.84251968503937,1.0,0.0,0.0,0.9583333333333334,6.0
246,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
247,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
248,1.0,28.625,0.0,0.0,1.0,0.84251968503937,1.0,1.0,1.0,0.9833333333333333,3.0
249,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
250,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
251,1.0,17.083333333333332,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.979253112033195,2.0
252,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
253,0.0,21.208333333333332,0.0,0.0,1.0,0.9976635514018691,1.0,0.0,1.0,0.9504132231404959,5.0
254,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
255,1.0,9.875,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
256,1.0,5.25,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
257,1.0,5.791666666666667,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
258,1.0,24.25,0.0,0.0,1.0,0.9929906542056075,1.0,1.0,1.0,0.9917355371900827,3.0
259,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
260,1.0,20.083333333333332,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9669421487603306,2.0
261,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
262,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
263,1.0,14.208333333333334,1.0,1.0,1.0,0.9730769230769231,1.0,1.0,0.0,1.0,3.0
264,1.0,11.208333333333334,1.0,1.0,1.0,0.9992897727272727,1.0,1.0,1.0,0.9722222222222222,3.0
265,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
266,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
267,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
268,1.0,73.0,1.0,1.0,1.0,0.9964488636363636,1.0,0.0,1.0,1.0,3.0
269,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
270,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
271,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
272,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
273,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
274,1.0,23.791666666666668,1.0,0.0,1.0,0.9973371205396769,1.0,1.0,1.0,0.9722222222222222,4.0
275,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
